phone,fullname,iban,time,file_name,timezone,latitude,language_name,date,country,iso8601,date_time,city,pricetag
+41(0)764551911,Tomislav Wehrli,CH6623958376469444513,05:50:30,aliquid.png,America/Guyana,-87.193521,Bosnian,1980-07-18,United Arab Emirates,2018-05-31T05:17:01,1991-01-16 04:51:57,Muri,$780.52
+41787487242,Dino Sidler,CH3806212481256146151,14:13:47,voluptatem.json,Asia/Bangkok,60.2307535,Abkhazian,1995-10-21,Chile,1985-03-19T16:19:26,2004-09-14 22:56:06,Lausanne,$6.83
+41 782565470,Kim Kälin,CH8043171385279658837,23:27:38,tempore.js,Africa/Gaborone,-79.500530,Czech,2022-07-28,Tuvalu,2006-07-02T20:22:00,1993-12-16 06:30:05,Aarau,$19.73
+410766965286,Lias Winkler,CH5724894793652298731,03:55:30,atque.json,Asia/Aden,22.032346,Manx,2002-07-21,Central African Republic,1979-07-17T02:47:22,2004-11-25 01:11:27,Kreuzlingen,$50.79
+41(0)795185771,Janine Bachmann,CH8440873184397551691,11:55:11,impedit.mp3,Europe/Warsaw,-22.537473,Spanish,1992-09-18,Yemen,1976-03-21T02:19:29,2005-08-31 09:08:28,Chêne-Bougeries,$7.68
+41 0763735979,Annelies Kohler,CH5060575126304328189,06:45:03,accusantium.tiff,Europe/Brussels,-52.769999,Georgian,2000-03-10,Cuba,1995-06-26T00:21:38,2008-07-29 20:57:57,Spreitenbach,"$8,993.73"
+41785323183,Bruno Berger,CH0743649313168933569,10:58:27,fuga.odt,America/Lima,70.270623,Serbian,1998-04-09,Portugal,2011-07-24T02:41:05,2023-06-19 21:37:18,Aesch,$740.66
+41783081661,Geneviève Steiger,CH8647681058102629643,06:22:16,amet.mp3,Africa/Freetown,-40.8716785,Latin,1981-05-21,Bolivia,1983-10-20T08:23:42,1981-10-22 12:14:14,Oberwil,"$8,937.66"
+41 0763405508,Antje Geiger,CH3505138870085461538,08:32:45,voluptatem.jpeg,Asia/Dhaka,42.868628,Kannada,1997-03-31,Belarus,2001-12-01T20:35:16,2018-08-18 01:58:00,Riehen,$0.27
+41(0)765034311,Silvano Baur,CH7922671483304229116,11:51:38,ipsa.jpeg,Pacific/Guadalcanal,-81.485677,Central Khmer,1983-11-16,Vatican City,1999-10-27T07:11:52,2020-04-09 02:10:18,Weinfelden,"$78,736.93"
+41776182893,Giorgia Wirz,CH1572035762604749348,22:48:41,aperiam.js,Europe/Tirane,-15.896045,Tswana,1974-07-05,Antigua and Barbuda,2010-10-08T00:25:42,2006-12-17 16:50:47,Wetzikon,$15.53
+41 781445986,Elias Ackermann,CH0591962891019995614,22:56:33,in.html,Atlantic/Reykjavik,14.026770,Zulu,2000-03-27,Hungary,1971-02-08T18:39:48,1989-04-23 04:58:28,Wohlen,"$36,871.93"
+41 791441853,Admir Ziegler,CH6010822505302629930,14:36:43,doloribus.css,Asia/Bishkek,-69.657052,Ewe,2000-07-06,Solomon Islands,2004-06-02T10:46:49,1993-07-31 19:31:28,Horgen,"$53,984.04"
+41 0777793609,Kathrin Schärer,CH5842600080398668653,02:27:08,voluptatem.mp4,Africa/Kigali,-16.1156625,Armenian,1985-07-28,Croatia,1987-02-08T16:41:10,2014-12-10 17:11:52,Dietikon,"$37,883.13"
+41(0)762413143,István Kohler,CH2331095585668962635,18:36:28,impedit.webm,Pacific/Nauru,75.8835825,"Sotho, Southern",1984-03-11,Serbia,1971-02-12T23:59:46,1994-08-03 07:13:06,Martigny,$0.20
+41 765411266,Zuzana Benz,CH8474517289845744840,20:34:41,asperiores.odp,America/El_Salvador,46.1018755,Ndonga,1999-01-22,Republic of the Congo,2022-06-29T15:23:53,2010-09-11 16:57:38,Freienbach,$7.94
+41786761733,Dragan Hafner,CH8445353737055421137,03:44:15,laudantium.mp3,Asia/Harbin,-32.595241,Sinhala,2016-06-14,Jordan,2005-03-31T18:21:30,2021-11-20 21:09:16,Genf,$87.25
0782060532,Deniz Schär,CH7847895290457019517,05:42:25,asperiores.txt,America/St_Kitts,-44.555518,Xhosa,1976-08-07,Bosnia and Herzegovina,1989-08-14T11:01:31,1999-06-05 11:44:48,Aarau,"$74,982.94"
+410794960898,Marlis Gut,CH2884137649291865765,23:10:44,perferendis.mov,Asia/Gaza,42.201166,Kinyarwanda,2023-03-09,Tunisia,1976-08-15T06:18:26,1993-06-16 20:12:05,Aarau,$303.23
+41 785744874,Norma Hirt,CH6410665489372627244,08:16:59,ex.jpeg,Pacific/Nauru,81.046819,Korean,2019-06-03,United States,1987-07-01T08:59:29,2012-02-22 17:52:14,Birsfelden,"$8,347.29"
+410763612579,Zsolt Hodel,CH1274651383958589241,05:38:42,necessitatibus.mp3,America/Hermosillo,30.037322,Malagasy,2011-10-30,Vanuatu,1990-09-29T11:06:13,1978-04-19 14:03:55,Zollikofen,"$3,978.42"
+41 766202217,Noa Bär,CH1485550688532019682,01:56:14,commodi.mp3,Europe/Vaduz,86.7378405,Marshallese,2012-08-24,Luxembourg,2005-12-19T14:56:34,1978-05-30 04:27:58,Versoix,$634.50
+41771090152,Alyssa Kägi,CH3818256232319838294,19:20:47,provident.mp3,Asia/Kuwait,88.8890175,Romanian,1980-02-08,Lebanon,2014-02-23T03:07:13,2015-12-19 18:18:27,Kloten,"$9,720.24"
+410795350652,Dimitrios Walder,CH1680526696975325543,14:24:16,id.wav,Europe/Tirane,3.9871935,Hungarian,1990-02-23,The Gambia,1996-07-23T00:36:18,2020-06-13 15:16:19,Belp,$911.51
+410760055544,Iva Gloor,CH3640126862259257754,08:23:07,deleniti.png,Pacific/Ponape,34.0710025,Oriya,1982-11-06,Swaziland,1989-06-26T01:22:45,2006-01-22 15:28:48,Worb,$437.99
+41787044921,Béatrice Blaser,CH5613960325836407671,13:35:21,debitis.wav,Europe/San_Marino,62.992629,Pushto,1985-01-29,Armenia,2021-04-08T03:10:52,1989-09-23 23:01:59,Val-de-Ruz,$26.94
+41 761125626,Nathanael Hoffmann,CH8771567477094203988,09:01:11,at.mp3,Asia/Kabul,-42.8385055,Turkish,1979-04-01,Afghanistan,1988-03-19T05:06:30,2017-01-07 18:59:55,La Tour-de-Peilz,"$96,703.25"
+410764796596,Antje Steiger,CH1190783190714297881,18:34:19,aperiam.flac,America/St_Lucia,-76.0535185,Guarani,1977-10-06,Kenya,2011-05-10T01:41:48,2008-03-03 12:25:14,Zofingen,$992.83
+41(0)790633667,Bryan Suter,CH8717016692288694780,22:53:18,animi.flac,Asia/Kuwait,-1.2033285,Turkish,1996-04-02,Cambodia,2008-07-09T02:01:32,2003-04-06 00:17:42,Volketswil,"$9,286.87"
0793284295,Slavko Isler,CH0697618355126952977,21:35:00,ad.pptx,Pacific/Majuro,48.1838555,Burmese,1998-01-16,Taiwan,2005-11-04T09:58:30,1971-11-26 03:16:57,Locarno,$1.18
+41 786545681,Timothy Schaub,CH4888708241097523463,20:49:52,rerum.json,Africa/Tunis,46.4960605,Tagalog,1989-05-16,Angola,1992-02-20T06:47:46,2004-04-28 14:54:14,Le Grand-Saconnex,$8.66
+41 0764195912,Jamie Steiner,CH1972801190703849680,09:56:38,suscipit.pages,Africa/Bangui,16.977667,Abkhazian,1999-01-13,Tunisia,1983-11-24T17:15:59,1999-10-13 09:46:38,Neuhausen,"$28,529.10"
0763764980,Osman Kern,CH8479692810611485946,07:22:41,eos.wav,America/Lima,-56.3162775,Vietnamese,1984-06-01,Sri Lanka,2023-05-15T08:44:46,1982-09-02 19:18:58,Thun,$73.84
0792326807,Thierry Ackermann,CH8045923652169126644,03:16:54,impedit.avi,America/Hermosillo,11.5087585,Chichewa,2022-05-15,Honduras,2014-04-16T00:32:40,1983-11-08 05:38:05,Carouge,"$4,091.28"
+41 0765417262,Marie-Louise Lanz,CH5989284930126914031,18:55:28,dolorum.jpeg,Europe/Andorra,24.279781,Italian,1978-05-17,Malaysia,2009-05-19T23:45:45,2020-03-08 09:47:45,Uster,$84.59
+410770501588,Nemanja Stutz,CH9512840648912861700,13:27:11,ducimus.mp3,America/Nassau,-29.377642,Sinhala,2017-03-12,Sweden,1999-08-21T12:22:07,2013-11-27 16:56:33,Opfikon,"$8,970.71"
+41 797741538,Lorena Peter,CH4183990002206027957,23:14:03,molestias.wav,Europe/Samara,34.064861,Samoan,2003-06-12,Mauritius,1970-11-09T20:35:04,2017-12-25 01:41:28,Suhr,"$63,644.14"
+41781084966,Isabel Kaiser,CH8230132872546786852,11:38:14,recusandae.odt,Africa/Lome,16.2278555,Somali,2007-11-18,Bulgaria,2016-03-11T22:20:43,2005-04-16 07:45:32,Gossau,$458.27
+41 0765335028,Csaba Kern,CH5722998389399633221,00:44:42,debitis.flac,Europe/Lisbon,-12.2709535,Avestan,2009-07-23,Libya,1972-08-21T02:36:04,1976-05-19 03:18:04,Baar,$8.18
0780227774,Jakob Peter,CH4344448208548688013,01:38:35,atque.png,Asia/Bangkok,-44.8920115,Bislama,1989-02-23,Czech Republic,1997-05-24T00:51:32,2023-04-05 07:26:44,Freienbach,"$5,908.05"
+410777193878,Lara Eugster,CH3403348508336662511,11:33:59,quas.jpeg,America/Rio_Branco,73.8117375,Hungarian,1986-07-23,Honduras,1971-10-14T14:58:59,1998-12-01 00:21:46,Luzern,"$5,021.64"
+41 784686321,Vanessa Baur,CH8670674879074855552,09:28:54,id.mp3,Asia/Ashgabat,-60.563360,Amharic,2001-09-09,Colombia,1982-04-23T16:19:27,1987-09-13 19:24:02,Münsingen,"$6,925.89"
+41793070735,Nico Felder,CH5345633004531297448,11:48:49,sapiente.tiff,Indian/Comoro,2.777394,Tonga,2000-09-03,Guinea-Bissau,1975-02-19T01:34:56,1984-03-29 22:25:59,Kriens,$654.99
+41 0777080732,Valerie Kessler,CH9213115319073775434,18:16:28,reiciendis.jpeg,Africa/Gaborone,-77.875489,Bosnian,1981-04-09,Saudi Arabia,2004-03-07T23:09:45,1986-11-25 12:59:30,Uzwil,$658.28
+41 0761563954,Ginette Hotz,CH6065955909200134620,05:18:33,eius.odp,Asia/Seoul,-29.3065115,Armenian,1996-06-19,Sierra Leone,2020-04-07T22:59:41,1987-10-25 02:48:41,Hinwil,"$1,626.96"
+41(0)795446104,Jeannette Hermann,CH6535606800497552634,19:55:57,quae.flac,Africa/Kinshasa,77.976326,Chechen,1982-11-09,Kenya,1984-05-02T03:37:33,2014-07-19 06:19:39,Winterthur,"$82,930.34"
0794267516,Eliane Senn,CH5892783420802797939,17:32:12,perspiciatis.mp4,America/Barbados,-66.3442075,Polish,2009-03-12,Zambia,2019-12-24T16:52:26,1971-01-02 12:54:43,Pratteln,"$2,255.88"
+41 774684581,Avni Probst,CH4691610054641863702,01:33:39,vero.bmp,Asia/Phnom_Penh,-2.770849,Chamorro,1998-03-10,India,1995-12-03T21:00:20,1998-12-04 10:19:31,Frauenfeld,"$40,542.61"
+41(0)765790991,Eugenio Bättig,CH9560097663423570853,23:58:15,quas.js,Africa/Casablanca,-10.7958925,Sinhala,2015-12-08,Ethiopia,1992-10-25T01:41:00,1976-07-17 09:39:42,Weinfelden,$7.40
+41(0)785673040,Yasmina Ott,CH1143285423770305568,08:51:44,asperiores.tiff,Asia/Aden,-47.7861945,German,2002-01-27,Nepal,2013-03-12T11:08:56,2018-07-29 08:06:31,Stäfa,$822.07
+41(0)772706049,Dominik Egli,CH3764368977164755953,23:57:26,ex.webm,Europe/Belgrade,-69.8555525,Fulah,1996-12-04,Mozambique,2006-03-19T13:26:23,2005-07-12 10:09:30,Emmen,$282.36
+41 786660603,Mireille Staub,CH2639472553142837217,02:47:30,suscipit.key,America/Campo_Grande,6.993119,Thai,1989-01-10,Kuwait,1975-12-22T23:22:58,1999-11-20 07:42:56,Einsiedeln,$5.88
+41 760347656,Yasmin Kaufmann,CH7051331857440810294,00:10:47,aut.jpeg,Asia/Ashgabat,29.992879,Bulgarian,2005-08-15,Kenya,2021-09-12T18:39:56,1970-02-20 13:54:16,Langenthal,"$3,180.18"
+41(0)783604141,Detlef Scherrer,CH8238168931491709966,02:34:45,repellendus.json,Africa/Brazzaville,78.860692,Dzongkha,2001-06-20,Niger,2013-05-01T15:26:36,1991-11-26 07:49:15,Vernier,"$7,342.42"
+41(0)791973018,Sofie Bühler,CH6421107589236396804,06:37:35,expedita.tiff,America/Port_of_Spain,88.3959725,Chamorro,1986-03-22,Mexico,2001-07-09T20:17:58,1972-03-22 13:02:14,Illnau-Effretikon,$466.02
+410784257992,Danièle Hofer,CH8070627678227327407,19:46:27,illum.wav,Africa/Maseru,85.619012,Romanian,1990-10-22,Oman,1972-01-22T07:03:12,1996-06-09 05:17:35,Gossau,$66.79
+41 792665508,Lauriane Stadelmann,CH2000969808634284578,14:14:09,repellendus.wav,America/Managua,-38.023780,Norwegian Nynorsk,2017-06-03,Cyprus,1997-06-26T00:50:24,2008-05-22 18:21:32,Freienbach,$4.88
0760730632,Nada Hofer,CH0843791953053448501,10:53:30,eligendi.txt,Asia/Almaty,-37.560858,Finnish,2017-01-01,Uganda,2015-01-22T13:50:29,2005-07-26 17:09:19,Bassersdorf,$83.64
+41 0775686732,Veronica Stocker,CH4175231486241173026,19:47:48,quibusdam.wav,Asia/Samarkand,85.6289975,Lithuanian,2019-03-02,Palau,2015-05-22T03:09:22,2016-02-26 21:46:21,Schaffhausen,"$52,748.87"
+41765434402,Oliver Lanz,CH2715674354030816532,01:58:25,aliquid.wav,Atlantic/Reykjavik,-7.445522,Azerbaijani,2008-06-24,Malta,2007-10-20T01:43:07,1989-05-12 08:14:16,Ostermundigen,$99.16
+41 0762662687,Hannah Lutz,CH9210584281568397636,09:47:36,quasi.wav,Europe/Istanbul,13.0512015,Ossetian,2020-08-26,Iraq,2019-07-26T11:06:15,1993-12-17 15:11:51,Regensdorf,"$9,182.15"
+41777884121,Joaquim Schmidt,CH3289379707961572473,13:39:17,perspiciatis.png,Pacific/Apia,12.298741,Uzbek,2003-11-14,Senegal,1998-11-01T02:05:46,1978-08-29 02:31:42,Grenchen,$502.97
+41761315657,Elizabeth Leu,CH6327488963005658822,15:12:28,laboriosam.mp4,America/Costa_Rica,-7.830336,Mongolian,1999-04-07,Italy,1970-08-23T01:42:54,1988-01-29 05:26:56,Olten,"$41,512.60"
+41 764971948,Slavisa Brunner,CH3530313606344110266,16:41:04,voluptates.pdf,Africa/Kampala,-74.1263285,Kalaallisut,1972-11-22,Antigua and Barbuda,2014-12-29T17:00:21,1988-09-28 14:30:34,Solothurn,$3.36
+41760525836,Maurus Vogt,CH4240987142924926311,04:08:34,deleniti.mp4,Europe/Budapest,-61.700954,Gujarati,1977-11-13,Albania,2010-02-27T23:44:28,2019-01-24 18:50:14,Delsberg,$0.51
+410793612047,Janis Lüthi,CH4313928771669780157,13:04:40,est.mp3,America/Montevideo,-13.2592595,Czech,2006-03-05,Bahrain,2000-08-15T22:49:59,2001-04-11 07:34:39,Luzern,$49.91
+41 795946102,Ronny Fankhauser,CH9455936227600775968,08:27:25,quos.doc,Pacific/Guadalcanal,29.8408385,Akan,2013-07-07,Pakistan,2017-11-20T09:34:15,2017-11-14 23:21:48,Rheinfelden,"$5,229.38"
+41(0)791554112,Amar Pfister,CH5273850036534676358,21:02:17,quis.js,Africa/Lubumbashi,-2.1118555,Persian,2021-11-04,Liberia,1992-10-11T04:43:22,1970-02-09 10:11:57,Crans-Montana,$344.28
+41 770970867,Baris Käser,CH1934758981508557304,12:03:56,nesciunt.mov,Europe/Vatican,33.5814115,Italian,1977-11-10,Lesotho,2007-01-26T04:33:57,2022-06-01 11:36:23,Basel,"$8,391.50"
0772841742,Gabor Steiger,CH4975023246870404931,07:24:55,blanditiis.png,Asia/Kabul,86.354504,Shona,1982-05-05,Trinidad and Tobago,1983-06-07T17:47:22,2004-12-05 04:12:20,Morges,$40.07
+41 0791802359,Dominik Käser,CH7153430885687661912,02:20:57,asperiores.mp4,Asia/Saigon,30.4520915,Bambara,1973-05-19,Australia,1987-06-01T14:26:19,1998-03-07 03:39:27,Horw,$377.43
+41 783194369,Lazar Meili,CH9360453404846354922,08:56:52,sit.js,Europe/San_Marino,-78.2729575,Kalaallisut,1971-11-07,Grenada,1976-02-07T09:36:26,1997-03-15 16:43:24,Thun,"$2,200.24"
+41 0794080010,Léa Hofstetter,CH6656203683928473855,05:44:42,aspernatur.doc,Europe/Athens,9.2999495,Hindi,2007-03-19,Switzerland,1972-08-19T08:10:22,1990-09-07 18:43:17,Davos,"$98,676.64"
+410785832449,Elisabetha Bär,CH1610100217250439010,05:32:24,quisquam.gif,Asia/Tbilisi,-85.277591,Belarusian,1997-05-23,Tonga,1988-04-06T21:58:16,2002-12-12 10:22:48,Mendrisio,$35.17
+410762757216,Agnese Burri,CH3183284733794761653,03:48:06,exercitationem.png,Pacific/Auckland,9.4832225,Avaric,1980-02-19,Central African Republic,1988-11-13T21:42:53,1971-03-20 18:59:21,Onex,$61.50
+410770744350,Ernesto Stocker,CH8571495932171212385,10:03:10,repudiandae.avi,Europe/Andorra,-83.140601,Kuanyama,1988-02-25,Iceland,1983-01-08T09:35:23,2005-04-29 16:34:27,Solothurn,"$1,530.84"
+41 782522741,Sibylle Schenk,CH7289867212735614323,00:17:38,accusamus.csv,Europe/Monaco,82.7390475,Polish,1972-02-02,Armenia,1995-05-06T17:35:55,1998-06-16 14:55:39,Lancy,"$1,157.15"
+41 0760604902,Luis Sutter,CH9551500612155215631,13:39:28,rem.css,Asia/Phnom_Penh,29.255493,Corsican,1984-07-08,Colombia,2018-09-22T18:17:10,2002-01-03 00:16:50,Birsfelden,"$1,799.97"
+41 765264466,Vito Hartmann,CH4920813763848489244,23:59:00,sequi.tiff,Asia/Dubai,-6.545105,Slovenian,2020-08-19,Latvia,1998-12-22T12:15:14,1986-01-27 01:29:38,Romanshorn,"$5,909.21"
0774260751,Luz Hodel,CH3481539568287688698,20:49:53,sequi.flac,Asia/Rangoon,-46.968211,Avaric,1995-06-04,Namibia,1974-05-24T13:47:15,1994-09-04 22:10:00,Schlieren,$9.13
+41 0765541580,Marie-France Vogel,CH1125777793967534315,21:23:36,exercitationem.jpeg,Asia/Jerusalem,77.579533,Georgian,2002-10-31,Uzbekistan,1971-04-17T08:00:01,1978-12-31 16:25:55,Uster,$5.53
+41 764807100,Niclas Mäder,CH5998942815650098853,23:03:42,doloribus.mov,Europe/Madrid,-66.6803005,Bulgarian,1994-06-16,Mauritania,2004-07-22T03:36:27,1991-08-10 23:01:53,Rapperswil-Jona,"$5,489.68"
+410796682850,Elizabeth Baumgartner,CH7091764961180717481,15:48:38,sequi.avi,Europe/Luxembourg,-34.147923,Persian,2018-09-24,Syria,1988-07-03T10:49:45,2012-06-18 02:24:33,Bellinzona,$3.35
+41 0764630674,Malea Walter,CH4254316185408576911,02:13:24,velit.ods,Africa/Maputo,-77.6019975,Kanuri,2012-02-14,Guinea,2011-02-25T02:50:11,1995-02-27 04:22:20,Siders,$0.83
0780406362,Margarita Meister,CH1592756540663040323,17:29:56,minima.pdf,Pacific/Port_Moresby,-10.322428,Basque,1996-07-24,Seychelles,1990-03-08T13:04:13,1997-04-12 05:14:19,Belp,$8.15
+410785323220,Josefina Wenger,CH6743780145395911069,23:24:38,tempora.mov,Africa/Ndjamena,-26.5449655,Abkhazian,1982-10-04,Tuvalu,1980-08-03T17:18:16,2022-10-10 18:23:03,Kreuzlingen,$0.98
+41(0)794236185,Tamara Hug,CH5055662579471843958,09:03:05,voluptate.mov,Pacific/Fiji,84.5723395,Ossetian,1977-11-03,Swaziland,1995-05-04T16:02:11,2002-02-28 15:36:50,Zug,$49.24
+41 760254160,Matti Kaiser,CH4091204080860061252,23:01:35,facilis.css,Africa/Bangui,69.964591,Latin,1987-06-12,Democratic Republic of the Congo,1972-03-28T18:23:06,1986-05-01 18:42:40,Weinfelden,$66.44
+41762774452,Maude Imhof,CH4814011211914339135,03:01:15,at.css,Europe/Vaduz,-57.737904,Latin,1971-12-04,Malaysia,1971-11-23T15:25:18,2006-07-01 21:40:51,Suhr,"$8,611.09"
+41(0)797346337,Albina Gasser,CH7950566535473997731,16:55:06,laborum.txt,Europe/Luxembourg,-49.414811,Luxembourgish,2018-12-22,United States,1991-11-05T11:12:32,2003-07-26 07:40:43,Schwyz,$553.03
+41 787933794,Veronica Sutter,CH4758553449764578116,12:06:32,facere.js,Pacific/Fiji,5.481111,Tsonga,2004-06-23,Ecuador,2022-12-21T05:48:21,1977-11-14 14:12:28,Winterthur,$128.32
+41 0774343031,Jörg Walter,CH8426867515052789302,18:15:24,dicta.ppt,America/Paramaribo,5.3766905,Ukrainian,1999-11-26,Brunei Darussalam,2023-05-28T00:12:08,1974-09-24 21:31:43,Montreux,"$26,414.72"
+41 790721374,João Hartmann,CH0558279145163885012,21:00:31,deleniti.tiff,Europe/Amsterdam,-45.8385905,Afar,1986-02-26,Swaziland,2015-02-10T15:50:29,1999-02-19 23:23:32,Belp,"$7,062.01"
+41(0)780063395,Nevio Schoch,CH3011661297695689935,06:57:51,tenetur.mp3,Europe/Monaco,58.798808,Wolof,2008-10-05,Mozambique,1981-12-04T13:21:42,1999-05-02 01:29:50,Zug,$259.76
+41 0770405693,Khadija Fuchs,CH3299408709647317568,05:47:49,accusamus.mp3,Africa/Casablanca,71.4994765,Romanian,1976-05-16,Sierra Leone,2019-12-04T12:40:38,1972-07-27 18:43:35,Rüti,$70.04
+410791963810,Julio Favre,CH9727158849421688694,12:33:13,dolorum.json,Asia/Hebron,-16.9076015,Navajo,1979-05-07,Afghanistan,2017-10-23T19:54:45,2008-09-20 06:09:02,Spreitenbach,$926.44
+41763586758,Roswitha Wenger,CH0758670476530238304,03:29:56,inventore.flac,Asia/Tokyo,-51.2632925,Hausa,2003-01-06,Sierra Leone,1993-07-08T14:15:14,2017-07-04 21:01:19,Adliswil,$544.34
+41785557302,Melina Brunner,CH7249186734108298699,19:04:01,amet.bmp,Asia/Bishkek,-71.461938,Welsh,1993-12-21,Haiti,1982-01-31T08:18:32,1979-09-08 22:27:04,Pfäffikon,"$90,025.49"
+410793522125,Anne-Lise Suter,CH3327954814326594049,13:31:34,quas.odp,America/Guatemala,-2.1683805,Uzbek,2008-12-09,Romania,1998-03-09T23:28:12,2023-08-18 05:33:09,Renens,$6.89
