phone,fullname,address,date,timezone,mac_address,random_number,longitude,bank_country,pricetag,city,iso8601,latitude
0776173487,Margarita Knecht,"Itenstrasse 54
1451 Opfikon",1972-11-26,Africa/Porto-Novo,0b:73:49:6e:96:4e,598468999,-39.294951,CH,$59.55,Freiburg,1997-02-09T06:35:55,86.1825975
0794866368,Luigi Bader,"Grobstrasse 8
9429 Ostermundigen",1987-01-13,Europe/Athens,87:1e:fc:05:29:00,30142034,13.546374,CH,"$2,596.32",Pully,2002-04-29T06:40:49,86.750414
+41(0)762625452,Michaela Kunz,"Freystrasse 3
3237 Allschwil",1980-11-08,Asia/Dhaka,3e:70:cb:0a:be:1a,911983,-162.020362,CH,"$2,523.50",Dietikon,2013-12-14T13:00:59,75.908824
+41 763885536,Vilma Stadelmann,"Steigerstrasse 66
8416 Illnau-Effretikon",1980-07-18,Pacific/Guadalcanal,c2:5f:be:73:8a:90,4623,-165.033275,CH,$464.49,Uzwil,1991-10-05T13:47:24,89.7069435
+41795126123,Julie Bachmann,"Ritterstrasse 80
5699 Illnau-Effretikon",1995-07-30,America/Santo_Domingo,4e:96:12:1f:53:04,380954475,-24.954347,CH,"$4,915.39",Dübendorf,2020-09-28T08:18:28,25.470026
+41791336928,Maud Walder,"Schäferstrasse 526
7833 Baden",2001-04-09,America/Tegucigalpa,a8:77:3f:45:ce:8b,203780,76.508438,CH,$464.83,Schlieren,1981-10-31T23:35:56,85.3915335
+410774582059,Albina Maurer,"Meyerstrasse 10
6928 Grenchen",1973-10-20,Europe/Amsterdam,8f:83:92:10:3f:b8,9484464,-59.615546,CH,"$99,588.29",Reinach,1988-10-18T15:02:41,77.016404
0793916405,Gani Steffen,"Näfstrasse 98
6128 Sursee",1975-05-27,Africa/Niamey,19:19:ac:61:a9:42,872983,30.086679,CH,$5.07,Ittigen,2018-10-12T19:12:55,-58.540095
+41790774308,Kiara Blum,"Portmannstrasse 82
5995 Sursee",2016-10-07,Asia/Dhaka,b4:80:4b:a8:d4:af,16,109.154487,CH,$82.21,Freienbach,2013-08-06T21:34:10,32.611849
+41 786400673,Violette Schwarz,"Wettsteinstrasse 47
1395 La Chaux-de-Fonds",1992-06-16,Africa/Brazzaville,9c:b9:d8:0e:31:88,52823,-115.673036,CH,"$5,544.34",Kloten,1972-11-23T00:16:31,-61.9358865
+41(0)780966367,Anke Huber,"Portmannstrasse 57
5409 Schwyz",1974-04-19,Africa/Bissau,a1:6b:f0:72:39:42,98756919,5.364184,CH,$166.44,Bülach,1997-04-29T19:30:43,42.8155485
+41763740747,Robert Bernasconi,"Hugstrasse 995
4915 Bassersdorf",1994-01-14,Africa/Gaborone,e9:73:4e:46:85:b2,2821385,-21.746702,CH,$4.32,Monthey,2000-05-30T12:26:42,37.050433
+41(0)765355514,Mischa Meister,"Martinstrasse 88
6306 Suhr",2003-01-22,Asia/Beirut,1e:a0:eb:ec:76:53,63340728,33.506042,CH,$0.51,Wald,1978-11-11T11:32:47,15.675632
0763321283,Kristin Aebi,"Baurstrasse 59
4215 Aarau",2017-05-25,America/Barbados,07:15:2c:19:03:bf,2089,170.434776,CH,$8.74,Opfikon,1979-12-04T18:30:11,-16.2352125
+410780222064,Carola Hasler,"Staubstrasse 99
4584 Buchs",1987-03-27,America/Tegucigalpa,5b:42:87:67:05:cd,12,-62.959743,CH,"$2,401.58",Wettingen,1983-05-10T10:23:03,-46.8078895
+41(0)776121306,Sedat Steinmann,"Kunzstrasse 29
4250 Worb",2004-12-22,Asia/Nicosia,33:4b:f1:ea:43:48,75,34.878743,CH,$633.66,Affoltern,1979-09-17T11:59:45,83.359091
+41 793546879,Admir Marti,"Lustenbergerstrasse 4
7704 Frauenfeld",2000-06-30,Pacific/Efate,3f:2a:6c:ab:ed:f3,376,88.233102,CH,"$8,111.40",Liestal,2005-02-12T22:05:47,39.5439285
+41(0)762927256,Andreia Bader,"Wirthstrasse 13
9337 Chêne-Bougeries",1976-02-29,Pacific/Efate,cc:5d:69:2d:41:48,1104430,106.114472,CH,"$42,481.30",Muttenz,2006-08-15T16:40:19,82.5585265
+41 761794568,Holger Schmid,"Steffenstrasse 25
6054 Solothurn",1987-07-26,America/Winnipeg,d4:10:49:40:8d:54,8,-69.179670,CH,"$3,214.76",Val-de-Travers,2017-10-23T19:11:52,-72.714248
+41 0784803224,Derya Flückiger,"Christenstrasse 62
3650 Pratteln",1973-01-13,Africa/Nairobi,06:e8:fb:82:55:c7,5150,-27.995270,CH,$774.73,Lyss,1976-03-29T04:40:40,-45.1304115
+41(0)792855483,Katalin Suter,"Schenkstrasse 54
1522 Buchs",1993-11-15,Europe/Warsaw,c7:0f:b6:20:e2:5b,2238691,105.696539,CH,"$2,390.03",Grenchen,1992-07-06T22:56:17,53.2643485
+41 791417924,Eliza Widmer,"Bosshardstrasse 19
4094 Steffisburg",1974-01-26,America/Boa_Vista,b0:a3:3d:2e:ff:73,51494,-7.104251,CH,$182.42,Payerne,1981-12-02T10:32:13,-31.580332
+410795832159,Valentine Keller,"Ritterstrasse 6
5934 Frauenfeld",1988-10-15,Asia/Pyongyang,3e:5a:3a:f0:4f:bc,1,-11.194456,CH,$48.17,Schaffhausen,1984-06-05T00:09:45,22.0011855
+410783655042,Volkan Hermann,"Wengerstrasse 3
9612 Grenchen",2006-01-27,Africa/Lusaka,c4:93:44:0b:d6:8c,7,-16.372414,CH,"$6,377.23",Schlieren,2021-03-29T16:33:53,65.5499995
+41767282159,María Favre,"Kochstrasse 28
8376 Muttenz",2012-10-21,Europe/Vienna,26:9e:c1:3a:c9:d6,93942938,144.704595,CH,$535.82,Neuhausen,1991-07-21T09:39:06,22.8140135
0787446965,Artur Wehrli,"Beckstrasse 2
5012 Burgdorf",1973-04-25,Asia/Tehran,df:82:d7:f9:05:2c,284457867,-4.016245,CH,$96.81,Delsberg,1972-05-08T05:27:30,-0.3157205
+41 793072294,Adam Braun,"Bergerstrasse 231
3126 Opfikon",1982-02-18,Europe/London,de:68:4a:d9:44:73,4,38.430867,CH,"$9,518.46",Kreuzlingen,2002-10-26T21:35:14,71.161239
0794770413,Justin Stutz,"Hoferstrasse 13
7282 Steinhausen",2023-04-08,America/Jamaica,ae:c2:7a:00:3e:e8,14144,-163.009949,CH,$1.92,Gland,1985-03-04T04:24:53,-4.6529415
+41776900535,Katerina Bühler,"Merzstrasse 53
1714 Allschwil",1979-08-12,Europe/Simferopol,18:35:be:bd:49:9c,1,-65.392017,CH,"$6,410.94",Regensdorf,2008-03-27T04:31:03,75.3047915
+41 793803493,Pedro Stöckli,"Schaubstrasse 2
5376 Wohlen",1996-12-08,Africa/Lusaka,e3:a9:ae:38:4e:be,28258,8.259108,CH,"$10,576.47",Schwyz,1997-02-02T06:22:39,-80.3501085
0786332156,Justine Bühler,"Wettsteinstrasse 69
9124 Chêne-Bougeries",2013-08-03,America/Tegucigalpa,82:60:26:eb:19:1a,4150729,-13.500221,CH,"$85,700.67",Pratteln,2003-10-16T04:15:11,-5.729992
+41 792403992,Dan Bühlmann,"Huberstrasse 60
1017 Montreux",1970-02-08,America/Nassau,f5:b1:49:66:3e:15,93,-141.631832,CH,"$2,094.87",Lenzburg,1994-12-10T05:20:46,12.4188765
+41(0)797041645,Ilaria Kuhn,"Näfstrasse 1
9959 Illnau-Effretikon",2004-12-27,Africa/Lusaka,d8:46:17:34:9f:64,4,-163.337205,CH,"$5,032.64",Risch,1976-07-22T07:47:07,-37.5133795
+41(0)770963988,Franco Stucki,"Amreinstrasse 5
8943 Olten",1980-05-01,America/Antigua,3a:0f:21:d1:07:b9,86013,-108.584437,CH,$22.79,Rheinfelden,2016-12-21T12:05:42,-20.8136905
0796866366,Paolo Bühlmann,"Zehnderstrasse 36
7454 Rapperswil-Jona",2011-06-21,Europe/Prague,35:57:bb:79:7e:23,11,147.487470,CH,$914.89,Yverdon-les-Bains,2003-09-12T16:53:48,40.053622
0791344163,Alicia Zollinger,"Hunzikerstrasse 36
9833 Urdorf",1981-10-10,Africa/Maseru,c5:74:4e:01:75:7e,41305174,38.572115,CH,$899.08,Schwyz,2013-12-24T11:38:14,-84.280791
0776654611,Nando Scherrer,"Gasserstrasse 56
1744 Küsnacht",2001-07-12,Asia/Dili,88:d6:51:67:c5:45,4281,155.890082,CH,$870.38,Adliswil,1996-10-12T09:23:50,-53.7570645
+41 0790144825,Manfred Zehnder,"Tannerstrasse 82
7687 Risch",1980-10-16,Europe/Luxembourg,88:34:23:e0:bf:c5,393505266,66.760707,CH,"$1,343.57",Bernex,2009-01-17T00:13:00,-25.207034
+41(0)764520994,Giuseppe Wolf,"Vogelstrasse 78
1109 Renens",1989-11-05,Africa/Windhoek,b9:e2:ad:58:02:52,69555273,171.888604,CH,$153.61,Locarno,1996-08-28T08:21:42,53.2273205
+41787305794,Jeanne Schürch,"Hermannstrasse 6
1814 Arbon",1976-08-19,Africa/Nairobi,b3:94:0c:a5:e9:a2,0,132.475353,CH,$363.74,Plan-les-Ouates,2021-07-21T14:02:22,-66.8079685
+41 0791342515,Mia Fischer,"Bergerstrasse 86
2458 Wädenswil",2002-08-11,Africa/Sao_Tome,07:2b:b9:ae:7d:fb,45232731,-106.617128,CH,$586.62,Sitten,1991-04-11T03:09:48,50.776921
+41(0)795614007,Rüdiger Aebi,"Häfligerstrasse 84
8610 Lugano",2017-04-13,Asia/Baku,2d:3a:0d:f7:12:48,5690652,38.441860,CH,$0.30,Burgdorf,2019-04-04T08:16:38,72.679805
+41 764250564,Inês Vogt,"Zehnderstrasse 920
6081 Brig-Glis",2022-10-07,Africa/Tunis,f1:3f:fc:e1:24:52,17,-162.298302,CH,"$43,632.06",Zürich,1976-07-18T06:11:10,-11.305520
+41 787293225,Mélanie Merz,"Bühlmannstrasse 3
7882 Kreuzlingen",1985-09-15,America/Eirunepe,fb:6b:ba:86:04:1d,84014,75.415155,CH,"$94,311.50",Lausanne,1983-01-02T02:59:52,5.919235
+41791322901,Darko Arnold,"Sennstrasse 788
4524 Yverdon-les-Bains",1980-07-22,Pacific/Nauru,91:3e:e7:42:f5:c4,58969,-63.598309,CH,$9.73,Weinfelden,1989-05-19T22:55:36,7.7810395
+41 0782842704,Lucas Mettler,"Beckstrasse 35
9127 Adliswil",1983-08-28,Asia/Kabul,fa:fc:70:1f:eb:d9,60,-154.186344,CH,"$49,597.51",Köniz,1997-09-10T16:29:57,83.9079915
+41793860505,Albulena Schwarz,"Ottstrasse 20
9478 Steffisburg",2002-08-10,Europe/Tallinn,41:60:8c:81:b5:c1,248451302,-168.302639,CH,$54.04,Chur,2007-07-28T05:12:01,31.848576
+41793252504,Cordula Bosshard,"Hauserstrasse 767
3821 Thun",1997-09-25,Africa/Brazzaville,c1:26:aa:10:3f:b2,49829,83.704149,CH,$36.82,Siders,2009-02-28T06:23:42,3.0571195
+41784483300,Svenja Rey,"Rothstrasse 53
2818 Schwyz",1987-11-30,Asia/Riyadh,fc:9c:a9:2e:d9:7c,1220,138.928607,CH,$928.78,Winterthur,1976-09-29T14:06:58,58.4023905
0771731778,Lucie Fischer,"Zinggstrasse 989
2620 Illnau-Effretikon",2011-05-16,America/Grenada,4f:e6:b8:c8:89:2f,46652,133.617463,CH,$965.92,Payerne,2010-05-18T22:08:35,25.0148505
+41(0)767023104,Renata Haas,"Steinerstrasse 10
2433 Chêne-Bougeries",1994-09-27,Pacific/Palau,e0:cc:37:fb:a2:50,45333,-79.724081,CH,$97.93,Chur,1974-01-26T00:47:11,-68.823085
+41 0764550810,Andrea Schmid,"Kälinstrasse 233
6080 Onex",1988-02-05,Africa/Dakar,02:1f:d9:d0:dc:5d,737680,-108.555672,CH,$89.50,Lugano,2006-10-15T23:42:37,57.9782205
+410775541011,Nikolina Kuhn,"Herzogstrasse 60
1148 Uzwil",2020-01-22,Europe/Vienna,04:cf:53:24:6a:72,117251,153.808249,CH,"$14,430.99",Burgdorf,1972-11-23T04:08:14,-0.2000165
+41 764720619,Beatrix Wyss,"Zbindenstrasse 92
6089 Biel/Bienne",1998-10-10,Africa/Bamako,e3:5c:1c:fe:ee:04,2703837,69.392557,CH,"$73,938.54",Regensdorf,1988-01-06T08:08:01,41.5682135
+410763793171,Nicolai Näf,"Stockerstrasse 37
8796 Bassersdorf",2007-04-06,Europe/Istanbul,51:65:85:08:fe:39,76643043,-13.857701,CH,"$9,209.41",Sitten,1994-12-28T22:28:09,66.9642735
+41 0772715698,Francisca Felber,"Walterstrasse 20
8739 Pully",1982-03-18,Atlantic/Cape_Verde,b0:64:0e:ec:8a:92,45584,120.297900,CH,"$75,845.73",Steffisburg,2011-02-12T21:16:47,33.8231405
0762365149,Besarta Imhof,"Schmidstrasse 73
9553 Glarus",2016-11-26,Atlantic/Reykjavik,03:11:e4:62:3f:12,665,-101.744935,CH,$819.13,Davos,2011-06-29T10:23:21,-64.1424435
+41 767781901,Kristina Suter,"Schenkstrasse 64
5450 Köniz",2023-02-05,Asia/Pyongyang,a4:26:47:5e:2a:04,74852,-129.354667,CH,$9.77,Spiez,2009-12-11T11:48:10,16.5280595
+41(0)797777985,Tânia Kern,"Schaubstrasse 52
4709 Adliswil",1989-06-26,Asia/Muscat,15:52:7f:0b:d6:42,80808088,-144.569076,CH,$3.74,Adliswil,1971-02-03T09:37:48,10.4138245
+41773102266,Alice Meister,"Suterstrasse 269
1199 Aarau",2009-02-04,Africa/Casablanca,60:02:ea:3a:c5:e2,609471,-32.560094,CH,$3.62,Payerne,2001-02-20T17:47:05,-5.0393425
+41 0787054097,Pedro Braun,"Freistrasse 6
8552 Köniz",2003-03-10,Asia/Dhaka,2a:91:f7:c3:7d:4c,5,7.405050,CH,$542.51,Bulle,2010-07-17T11:08:08,-63.914372
+41(0)795057927,Enver Bernasconi,"Forsterstrasse 60
1203 Regensdorf",1997-02-07,America/Denver,2b:6e:f5:8a:d5:93,827824926,-120.420763,CH,$722.78,Amriswil,2012-05-19T07:59:13,-11.7531535
+41 0773311534,Gonçalo Schlatter,"Küngstrasse 93
5207 Pully",2015-07-07,Europe/Warsaw,5f:5a:ae:4f:a2:41,5,87.519419,CH,"$5,348.08",Naters,1976-05-17T09:25:06,4.9116555
0773527517,Irma Geiger,"Zürcherstrasse 40
4702 Onex",1989-01-29,Pacific/Galapagos,68:bc:d2:e3:f5:16,31,-145.770372,CH,$408.25,Renens,1994-01-02T22:40:20,-42.290698
+41 0761451811,Laszlo Hürlimann,"Gigerstrasse 42
6810 Arbon",1976-01-02,Europe/Zurich,09:1c:53:84:27:20,1968292,29.906767,CH,$5.14,Küsnacht,1987-08-21T10:08:35,-59.3669395
+41 0762176922,Stephanie Scherrer,"Amreinstrasse 17
1195 Lenzburg",2004-12-19,America/Port_of_Spain,41:70:d2:d3:f4:c7,2,8.495146,CH,"$30,746.51",Uster,1988-10-09T01:49:10,-59.052819
+41 0793974812,Vincent Steiner,"Leunbergerstrasse 6
5503 Freiburg",2012-04-06,Pacific/Funafuti,47:3f:ee:a3:e3:ab,930,104.319815,CH,$70.79,Thalwil,1976-07-09T04:07:40,-41.2622585
+410773784869,Fridolin Mayer,"Stuckistrasse 67
3693 Binningen",1984-04-13,America/Edmonton,30:1a:66:4e:7d:97,84097988,41.504712,CH,"$4,980.00",Ostermundigen,1989-12-30T21:30:45,-69.9672165
+41 0783615692,Lorenzo Bernasconi,"Freistrasse 2
5496 Volketswil",2009-03-16,Asia/Ashgabat,21:42:87:24:c1:e3,478921646,12.948662,CH,$3.75,Versoix,1980-02-02T10:49:40,88.0393835
+41 773012078,Berat Schwarz,"Wegmannstrasse 50
8445 Köniz",2001-09-19,Asia/Dubai,33:3d:d6:17:e0:ef,16394,25.855234,CH,"$3,819.43",Vernier,1974-08-26T12:39:44,2.1964805
0781546325,Michael Weber,"Lanzstrasse 12
2432 Bassersdorf",2005-08-31,Asia/Amman,d2:02:d6:2d:f5:2e,423093351,104.753864,CH,$2.26,Plan-les-Ouates,1996-02-20T06:09:23,61.478091
+410766994976,Giovanni Isler,"Blaserstrasse 30
5657 Brugg",2011-02-12,Africa/Algiers,59:63:5b:0f:db:7c,5965,-168.118714,CH,$177.78,Ebikon,1998-02-20T05:13:47,67.1385435
+41 792955823,Amanda Eichenberger,"Schumacherstrasse 8
9225 Küssnacht",1973-06-11,Europe/Malta,31:dc:9e:dd:fd:bb,272276086,23.668391,CH,$870.10,Horgen,2022-08-20T15:48:31,-71.013583
+41 760012191,Marisa Frei,"Leunbergerstrasse 15
8286 Bellinzona",1974-05-06,Atlantic/Reykjavik,1a:a7:0f:e0:b3:ae,6359,174.342332,CH,$77.80,Muttenz,1996-10-16T21:12:11,86.818234
+41(0)762786077,Rina Bühlmann,"Scherrerstrasse 68
3144 Martigny",2005-09-02,Asia/Tashkent,a4:65:4b:fa:3b:46,1324621,-142.097220,CH,$0.25,Le Grand-Saconnex,2005-08-31T07:24:54,81.3688135
+41 0782845965,Luisa Schäfer,"Walterstrasse 645
9406 Vernier",2023-05-20,America/Guayaquil,9d:a8:04:82:f4:65,9,-11.649444,CH,"$4,790.02",Ebikon,1999-10-05T11:24:02,23.559234
+41(0)781456244,Laure Kuhn,"Freystrasse 55
2997 Ecublens",1981-10-18,Pacific/Palau,49:8f:0b:7c:27:67,450494706,145.707146,CH,$4.93,Gossau,1972-08-19T22:44:53,-21.723924
+410797386581,Fatma Forster,"Zehnderstrasse 3
9361 Männedorf",2006-04-08,Europe/Ljubljana,df:1f:3a:f3:43:73,54,-135.793955,CH,"$4,418.61",Zug,1977-10-21T01:13:32,-79.4604765
+41774563614,Heiko Hoffmann,"Wegmannstrasse 22
5547 Val-de-Ruz",1971-05-10,America/Havana,64:95:ae:75:b4:91,89,159.894323,CH,$3.33,Olten,2013-11-10T14:14:30,-28.1036015
+41 762862750,Mélanie Schürch,"Ackermannstrasse 68
9682 Uster",1988-06-16,Africa/Gaborone,50:e5:fe:ea:24:bf,278167848,29.751776,CH,"$39,565.35",Nyon,1993-07-09T05:26:27,-72.705989
+41(0)773740481,Suzana Stucki,"Grobstrasse 22
6142 Flawil",1982-03-15,Asia/Rangoon,62:9a:21:bb:89:43,9807096,-71.327313,CH,$8.59,Bern,2015-12-12T17:48:52,-17.229460
+41 792926016,Lejla Ackermann,"Ritterstrasse 78
7214 Naters",1979-12-26,Africa/Algiers,36:05:05:ea:de:ab,747,-57.471655,CH,$0.02,Möhlin,1973-05-25T02:22:51,82.529111
+41784080094,Alois Scheidegger,"Martinstrasse 50
5433 Baden",1984-05-24,Europe/Simferopol,80:2a:2f:c6:1d:3b,0,-54.798724,CH,$4.70,Opfikon,2016-03-04T00:31:59,55.3927665
+41 0794984743,Regine Steiger,"Schenkstrasse 2
3711 Oftringen",2004-04-21,Pacific/Tongatapu,2b:88:c8:25:c4:82,85446155,158.570893,CH,"$91,298.43",Lancy,1989-03-04T11:36:36,-11.8366415
+41766484789,Romeo Schmid,"Schwabstrasse 7
3752 Gossau",2006-05-19,America/Santo_Domingo,67:6e:9b:f0:9e:36,339,4.254007,CH,$883.34,Amriswil,1977-09-06T20:47:17,-87.5502965
+41(0)762674859,Frédéric Arnold,"Ackermannstrasse 31
5431 Münchenstein",2021-11-10,Pacific/Easter,3b:4d:3d:86:ba:9e,95022,-107.349996,CH,$524.13,Ecublens,2017-05-06T12:49:28,59.860618
+41 766045115,Susanne Suter,"Frickstrasse 59
8272 Thalwil",1989-04-04,Asia/Riyadh,e0:b0:b2:52:97:a1,100314641,22.581156,CH,"$53,486.20",Dübendorf,2017-11-06T17:47:26,-26.428260
+41 787381861,Lirim Martin,"Tannerstrasse 682
7971 Yverdon-les-Bains",1985-06-04,Africa/Bangui,7f:40:2b:72:1f:a6,870,-133.438020,CH,$95.69,Baden,1983-11-23T13:19:04,-0.877885
+41(0)771612754,Bukurije Vogt,"Brunstrasse 40
8521 Frauenfeld",1980-06-30,Pacific/Chatham,75:0b:fc:ef:5c:78,5,164.461194,CH,$6.62,Lugano,1993-05-10T23:21:07,-48.2244415
0762993251,Thiago Jäggi,"Schenkstrasse 760
4474 Plan-les-Ouates",2021-09-24,Asia/Tbilisi,d7:82:a9:b5:9c:88,184545636,111.000624,CH,"$2,199.46",Münsingen,1997-06-03T04:25:38,-60.4078915
+410765535337,Kuno Lüthi,"Häfligerstrasse 780
1984 St. Gallen",1972-07-08,Asia/Gaza,2a:9f:8e:44:d2:57,455785,-36.216673,CH,$6.56,Cham,2016-10-11T04:49:40,19.694831
+410764046726,Franco Hoffmann,"Suterstrasse 51
4856 Zürich",1997-06-15,America/Lima,25:37:16:88:ae:37,683,-138.135125,CH,$244.10,Kloten,1984-07-02T08:20:32,88.217109
+410760596218,Andy Lang,"Bättigstrasse 99
4492 Genf",2001-05-22,America/Atikokan,67:63:49:60:af:cf,613,112.936580,CH,$67.52,Riehen,2002-09-27T09:34:16,-29.892329
+41 760333657,Cordula Wüthrich,"Ammannstrasse 696
6836 Worb",2017-04-25,Africa/Tripoli,f2:fe:09:e9:f3:22,18143934,35.438225,CH,"$5,900.34",Lancy,2007-09-29T23:14:38,-79.711143
+41764456461,Vivien Marti,"Stöcklistrasse 435
5597 Oftringen",2018-07-05,Africa/Johannesburg,31:65:09:03:9f:bf,3,-105.328891,CH,$4.04,Wohlen,1999-03-14T09:35:58,10.297358
+41 0793780431,Maurice Aebi,"Bühlmannstrasse 47
5869 Biel/Bienne",2012-12-11,Asia/Dushanbe,a8:e8:36:7b:b1:05,576854,72.812793,CH,"$4,865.93",Herisau,1998-10-26T05:55:58,-7.252216
+410793103079,Leano Christen,"Stalderstrasse 31
4100 Yverdon-les-Bains",2022-08-09,America/La_Paz,bc:60:b0:17:02:bd,1642,146.989581,CH,"$1,413.47",Crans-Montana,2013-02-08T08:38:42,84.7018105
+41(0)790470449,Marlene Schneider,"Studerstrasse 16
7414 Sursee",2004-07-16,Africa/Malabo,8d:7b:e3:3f:1a:3d,167,-105.588550,CH,"$52,244.59",Prilly,1982-05-19T09:37:09,-13.8733365
+41 790423352,Jiri Meister,"Toblerstrasse 5
2609 Weinfelden",2020-08-25,America/Port_of_Spain,89:a4:23:c2:eb:33,30,163.428787,CH,$16.95,Altstätten,1984-05-28T21:17:39,-86.592001
+41784721680,Stjepan Schwarz,"Ferraristrasse 66
3475 Reinach",1992-04-28,Africa/Asmera,fd:25:1b:91:ea:ec,6003889,-60.703576,CH,"$9,917.65",Münchenstein,1999-11-29T19:40:20,36.9072915
+41 0784455035,Nando Ferrari,"Hofstetterstrasse 5
8392 Davos",2005-07-11,Pacific/Apia,11:8a:2d:16:dd:b0,59,53.563506,CH,$48.97,Münchenbuchsee,2016-03-21T18:37:25,-33.6436525
0770822943,Dorian Wettstein,"Thommenstrasse 6
9565 Winterthur",1988-02-11,Australia/Lord_Howe,20:84:4d:b3:cf:b9,28952493,-3.949884,CH,$3.85,Val-de-Travers,1985-03-12T19:03:42,15.466243
+41(0)791624212,Bernard Felder,"Hoferstrasse 84
5780 Rheinfelden",1984-01-09,Africa/Bissau,93:8c:19:7d:ec:0e,4878033,-153.576073,CH,$56.99,Männedorf,1994-04-21T04:00:44,-55.750686
0794095761,Elvira Schärer,"Amreinstrasse 466
7517 Genf",2016-10-23,Africa/Abidjan,86:07:47:f5:d1:c7,414,-98.385184,CH,$861.02,Plan-les-Ouates,2023-02-28T05:44:43,-82.2608615
+410761663452,Lulzim Bolliger,"Häfligerstrasse 7
7873 Genf",2008-02-23,America/Panama,ee:c2:3c:4b:92:18,401,-108.830949,CH,$842.63,Arbon,2020-07-21T05:29:42,-21.833265
+41770160146,Jürg Hofstetter,"Käserstrasse 85
8432 Allschwil",2002-01-18,Africa/Maputo,8a:90:79:bf:59:ba,470941405,62.882198,CH,$90.59,Meilen,1971-03-26T10:53:41,-84.8431565
0787232180,Dennis Felber,"Schumacherstrasse 570
1556 Morges",1993-06-20,Asia/Ashgabat,7b:25:00:65:4b:02,5960,5.742223,CH,"$12,057.44",Onex,2022-11-21T23:11:23,14.5872475
+41(0)760617698,Raimund Hofstetter,"Vogelstrasse 49
1817 La Tour-de-Peilz",1971-12-13,America/Port_of_Spain,a2:94:5b:8e:d2:d3,366484,102.083949,CH,"$8,150.07",Val-de-Ruz,1979-07-21T21:01:37,49.327832
+41 0771524460,Elisabete Leunberger,"Huberstrasse 3
8214 Renens",1989-01-04,Africa/Lusaka,25:16:69:38:e7:3e,263,86.498098,CH,$302.91,Aesch,1982-03-03T08:28:26,-24.546852
0763553064,Pius Zehnder,"Stuckistrasse 4
8455 Wettingen",2017-05-26,Africa/Niamey,03:c0:fe:a3:d3:6b,5,42.603904,CH,$496.95,Frauenfeld,2005-01-05T09:02:41,0.9850985
0762070288,Timothy Kägi,"Baumgartnerstrasse 67
6117 La Chaux-de-Fonds",1989-08-01,Europe/Stockholm,26:e4:39:60:bc:7e,73,49.815054,CH,$89.40,Lugano,1992-02-11T17:34:44,-88.3516035
+410781057497,Josua Lehmann,"Bauerstrasse 86
7200 Oftringen",2016-11-16,Europe/Minsk,f3:b9:bf:46:aa:64,635596577,-152.169787,CH,$29.97,Küssnacht,1983-12-22T17:30:39,64.6527185
+41 0785161368,Margret Marti,"Hartmannstrasse 51
7535 Neuenburg",2006-05-23,Africa/Maseru,22:bf:bd:c8:97:12,0,-53.601973,CH,"$5,658.62",Pratteln,2000-05-12T17:18:09,-3.1942005
+41787574957,Giovanni Bühlmann,"Portmannstrasse 211
4988 Muttenz",2008-08-08,Europe/Paris,de:4d:85:b9:81:ee,11,-175.040986,CH,"$4,809.55",Vevey,1983-01-14T11:05:40,23.018333
+41 0760255785,Rodolfo Schärer,"Merzstrasse 6
1046 Dübendorf",1975-10-08,Africa/Asmera,30:9f:0c:54:02:ad,1,94.473158,CH,$627.88,Bassersdorf,2010-04-09T07:48:25,-52.4613065
+41 0794142715,Jaqueline Moser,"Freistrasse 35
7430 Kreuzlingen",1978-03-11,Asia/Dushanbe,bd:72:12:07:c7:c0,773038201,-8.183961,CH,$56.09,Worb,2019-05-14T19:44:24,-12.7744285
+41770455759,Dominik Kern,"Hofstetterstrasse 67
8980 Lausanne",1974-01-06,Europe/Vilnius,7b:ad:80:1c:59:1b,546137145,132.469862,CH,$975.54,La Tour-de-Peilz,2004-06-15T18:17:23,-9.149042
0784322404,Christophe Roos,"Scherrerstrasse 5
2259 Horw",1986-08-27,Pacific/Enderbury,00:8a:25:93:a6:f1,51,109.865197,CH,$170.94,Belp,1974-08-30T00:48:12,60.874539
+41766543821,Evelyne Jäggi,"Wüthrichstrasse 985
8719 Siders",1994-03-05,Europe/San_Marino,17:bf:76:d8:d9:4e,5,52.163742,CH,$5.02,La Chaux-de-Fonds,2019-07-29T08:20:05,-40.187798
+41794875218,Tanya Isler,"Ritterstrasse 15
3794 Schaffhausen",2005-03-14,Africa/Lome,4f:d0:f0:86:90:41,833037,-90.302558,CH,$34.50,Regensdorf,1970-01-03T23:56:07,-10.1700855
+41776132363,Gani Schoch,"Mäderstrasse 903
1114 Ostermundigen",2022-12-20,Africa/Bangui,4e:56:55:d7:b9:b5,753987,22.003113,CH,"$7,633.83",Horgen,1979-04-13T14:10:07,-76.8321245
+41(0)784035817,Noelia Meister,"Fehrstrasse 37
9733 Yverdon-les-Bains",2013-10-13,America/Lima,ba:37:e2:55:a0:bb,5621,58.729507,CH,"$71,542.63",Lugano,2020-04-12T10:16:01,-26.3327365
+41796126049,Rene Käser,"Kuhnstrasse 82
8582 Stäfa",1985-03-24,America/Jamaica,6e:4a:cd:08:5a:31,157209570,107.892670,CH,$7.87,Sarnen,2018-11-08T01:56:41,-85.9569305
+41 0772214203,Annelise Benz,"Peterstrasse 912
3153 Bellinzona",2020-03-04,Europe/Amsterdam,98:73:22:df:83:a2,897,47.749171,CH,"$90,661.39",Plan-les-Ouates,2005-02-17T15:53:01,38.344787
